Index,X1,X2,Cluster
189754,1.0303062589616387,0.8696455028016268,0
29743,0.9160242772327862,0.6053861842868641,1
320859,0.5850643096410401,0.2078085656949565,2
395363,1.0156415472190528,0.8162717055256045,3
91495,0.8871391097235953,0.5629545827299306,4
14968,0.9747698413372584,0.7346444637498329,5
286322,0.8073328884444807,0.4204713134728725,6
170690,0.3919041050881044,0.0761588067481469,7
498115,1.0072255937809134,0.7853849318947274,8
433883,0.6953989972614728,0.3069591434307954,9
25336,0.943069263909842,0.6604576789812223,10
179981,1.0222730792403774,0.855428172979574,11
285364,0.8413730620656175,0.4708352846488396,12
424687,0.9800139748124136,0.78563525358026,13
196279,0.481171786917173,0.1248840636105937,14
58890,0.9256236221538742,0.6391590558390029,15
125627,0.891834977323521,0.5877749385976075,16
21714,0.9593125536397552,0.6964840303137777,17
172506,0.6566371294170925,0.2611307277016068,18
243300,1.0225519264981353,0.8332564954000561,19
286993,0.753701263053335,0.3633958241133119,20
224524,1.0357334360864527,0.8914270269611708,21
134012,0.5465889178908196,0.1791784754804359,22
134722,0.8495556539169603,0.5135778687199858,23
161647,1.011359699334866,0.8038671412860128,24
302451,1.018188090352642,0.8240926560297605,25
223416,0.9756465889783058,0.8441013730224546,26
68660,0.9188587851628184,0.6239481584290412,27
479724,1.0057897280881605,0.7745237146029947,28
42992,0.6260031208126696,0.2218576564518933,29
417465,0.9399934068515536,0.6965929772624367,30
43159,0.7786961904476412,0.4101153644246759,31
416003,0.4332727121197528,0.0978263742715895,32
237386,1.0222722850022816,0.8464854487402302,33
39409,0.8968143520914248,0.5710436949337833,34
222352,0.8061580478651319,0.5212260810108463,35
204307,0.8020089510142322,0.4792113542580583,36
19014,0.9662000576844844,0.7143276701683167,37
373092,1.0140115803667713,0.8112326182116966,38
204229,0.7107402901053561,0.3513811521704974,39
135170,0.9960232783105888,0.8001131715152955,40
169381,0.8573307431317296,0.4878466451692184,41
194298,1.027598930207902,0.8617893230405911,42
283405,0.6742732515358667,0.2982648692901118,43
417541,0.9600539145656376,0.7436987416338455,44
414404,0.9736287224364486,0.7731066128803893,45
44654,0.9321205689015558,0.6655991092652068,46
225068,1.0319722539709877,0.878915775843926,47
42710,0.5304741185051239,0.1655418723940042,48
197648,0.8575311862185871,0.5331830125165488,49
444047,1.0102017491626254,0.7914861267124286,50
433859,0.6412557593342658,0.2587546545514935,51
249493,1.0179075062833582,0.8200412625710355,52
43232,0.8048558880929565,0.4599128634058485,53
286787,0.6894292269833748,0.2816517090634293,54
173188,0.734049487738326,0.4001280177912118,55
43219,0.7850358558179124,0.4255243048351039,56
125037,0.897862877304841,0.5994946489486775,57
196512,0.5025204070212224,0.1359791410414439,58
221648,0.6035009722356555,0.2330256711480383,59
456575,1.0072380872053222,0.78166018607647,60
292234,1.0222964047599252,0.8390588720652594,61
70999,0.8996905501195626,0.5885106894901737,62
43167,0.7725046481693095,0.400210441512497,63
419640,0.983198517910263,0.7932583708804114,64
222591,0.8765967949815234,0.6479383990268444,65
418506,0.9905303653801564,0.8149155975343951,66
42907,0.5930421876960342,0.190629860030532,67
52596,0.9266074544072004,0.6422583494737708,68
42114,0.9155243361638418,0.6434907245626506,69
331042,0.6342904725248771,0.2384331710984928,70
222534,0.8373118731308719,0.5728990358041715,71
295472,1.0188402623748896,0.827591766430941,72
43334,0.8325251472221415,0.4927703094997201,73
134081,0.5755847029568099,0.1944345836677472,74
174089,1.018511316100606,0.8805154553593115,75
464550,1.0139371477207275,0.8212833879767335,76
218417,1.0239456261702378,0.8510123654491313,77
399238,0.7307756382980023,0.3366855510389888,78
252878,0.6954693596258239,0.3341429818172753,79
434722,0.7975009627554975,0.4398659486894757,80
171771,0.4609155892506569,0.1142374255119265,81
417224,0.9470091872629438,0.7174579020235893,82
359530,1.0141524405825584,0.8141542690049,83
432102,0.9792915100537544,0.7828365077904632,84
240217,0.899902195769604,0.7013129782170552,85
44127,0.9372895319533852,0.6789387313728716,86
169860,0.8778708591463604,0.5398681132983076,87
252804,0.6486420897036248,0.2720814188530384,88
18708,0.974282549614418,0.7300420803030893,89
434475,0.7603525482178227,0.3846111704263759,90
204388,0.8897124339858152,0.6238584452722871,91
553,0.9770695563995466,0.7412344735920452,92
223799,0.9655460692427836,0.8053520163258632,93
384334,0.6206436024650933,0.2419984243253642,94
42771,0.5224368307504799,0.140269179375227,95
238134,0.942058018042181,0.6502637407097823,96
441988,1.0116266974293573,0.797389113564375,97
203955,0.5591567320415937,0.1837005706715059,98
405103,0.4252157741010418,0.0912282833015663,99
174413,1.016122897831144,0.8617096302804277,100
26286,0.9464748441252926,0.6674214016650704,101
204977,1.016653602717674,0.8512177027882467,102
221962,0.6775088188223429,0.3236494812145896,103
122101,0.8857796353491695,0.5605433029553372,104
331513,0.921749749092078,0.6791169517821676,105
124474,0.8614632415199498,0.5167868108447604,106
204380,0.8703701404508407,0.5847586726493791,107
205545,1.023646098747992,0.8651317918027628,108
208070,1.0306918500326987,0.8746131989693349,109
416512,0.7112470194982041,0.3196582449684769,110
173248,0.7890078355818737,0.4637985684019779,111
42876,0.56191024157537,0.16325666359506,112
170590,0.9897345179768648,0.7734913214004553,113
27658,0.9308515536941188,0.6357435332998299,114
80538,0.8861719022702154,0.5651129417134299,115
331827,1.0410974035836125,0.9007132772313073,116
286019,0.837182685143009,0.460541311097088,117
434319,0.739662732089473,0.3545495890737101,118
222238,0.8198451114456732,0.5435071115661204,119
20504,0.9635575868611844,0.705914007073496,120
69082,0.9173006957480564,0.6237061922012979,121
290234,1.0034564678359714,0.8001020999929468,122
154560,1.0125184327205945,0.8092617274830601,123
61696,0.9029420880959228,0.5937173801748425,124
176200,1.0114475048278653,0.839503714104619,125
43072,0.6521959335744077,0.2461670525357531,126
45576,0.9284270559363405,0.6491772123300237,127
417602,0.9548781578382192,0.7318848837853521,128
384778,0.6045426261318257,0.207216495834865,129
183104,1.0303564438703148,0.9005107829933834,130
252979,0.7636469460964123,0.4108564356036529,131
204375,0.8775892518350812,0.6105950708258379,132
197001,0.6822866514306812,0.2738591263383299,133
385381,0.8609124921209688,0.5624509501242094,134
222936,0.9646527343284048,0.821821969530354,135
288417,1.007705323541751,0.815983601922045,136
404963,0.4031257467186169,0.080284446470576,137
405582,0.9478775057942675,0.7562610070992563,138
34268,0.9147063056761064,0.603071089341444,139
239731,0.5189107176009204,0.1576036207767528,140
223622,0.980145924753228,0.853501669471529,141
173151,0.7119263234943872,0.3759132492313998,142
286677,0.7071402041560684,0.293597078907362,143
401822,1.0166820968910062,0.818072422996335,144
42540,0.9121368824682816,0.6366596851743663,145
223257,0.9708835927873724,0.8332425242772674,146
173233,0.7712901152377581,0.4402919424440767,147
197864,0.9701251052210068,0.75460630520781,148
492507,1.0080173466070497,0.7880043230492801,149
222136,0.7869574206387712,0.4946722560503347,150
284059,0.7905846426787767,0.4042225780343268,151
155880,1.012147391359839,0.8078206747762768,152
230115,1.0252929312931744,0.8568291456006228,153
304681,1.017491893723408,0.8221805285494616,154
140492,1.0187502357335252,0.8337475421634674,155
171920,0.596227844856719,0.2174639693032812,156
226501,0.9834412607963284,0.7625983250630556,157
36251,0.9028138261663732,0.5809774081726755,158
283685,0.8255361453183999,0.4622677591543283,159
191389,1.0291751460249328,0.8650129426634265,160
331280,0.8273356872455481,0.5033989124111724,161
42686,0.5714164312790871,0.2060764265364826,162
212211,1.0367834473033195,0.8844657293502156,163
418775,0.9878709456713052,0.8067955570978461,164
385509,0.9010154189725368,0.648890978697958,165
284499,0.8442443588020773,0.4774658772953129,166
238221,0.9515584328164174,0.679555114544383,167
405159,0.5646329835984388,0.1877228445695718,168
166624,1.0107876014765298,0.8013946248515368,169
204717,1.0055767789654375,0.8319290647961544,170
283655,0.762408174314288,0.3741614025318802,171
366409,1.0139783805454312,0.8127079309626027,172
467012,1.0072246250709946,0.7795919496752182,173
252895,0.6735948013142572,0.2895084147711234,174
287250,0.8121992050750241,0.4470367146322248,175
416011,0.4503116850382562,0.1091334615733079,176
67181,0.919209779326372,0.6268125268947374,177
421229,0.9823390640812768,0.790063881567021,178
240300,0.9532800851977192,0.7908081240444808,179
253474,0.9969415678765288,0.7899331237699461,180
387413,1.0244641966769683,0.843409251999724,181
405277,0.6604348797732134,0.2815482201282925,182
240240,0.9258908225129586,0.7504436704558635,183
295069,1.019430473183235,0.8294289040575062,184
222554,0.8525023953640543,0.6033894804804557,185
405075,0.3875465265773481,0.0556865018833562,186
331118,0.6617295992502398,0.253849578809359,187
116908,0.8862097749641524,0.5615901861875545,188
