Index,X1,X2,Cluster
193452,0.8579021134486124,0.402603458715188,0
31764,1.0270481737524608,0.6394863576499549,1
491923,1.0854058849338275,0.8075213470541847,2
163569,0.9477276992787824,0.52493531363378,3
275127,0.8953982119451732,0.4711447058730023,4
92309,0.7771210893471426,0.3067755225441869,5
437977,1.0505548929710309,0.7355663725608023,6
364990,0.9560040373772885,0.5603785004439766,7
325004,0.8200306662460662,0.3793994266265825,8
255527,1.0333746094940182,0.6946315545143273,9
260403,0.9879561701706052,0.6123804047974768,10
239622,1.0681119185489327,0.7658726380292239,11
442719,1.0853580255088635,0.8194186824020611,12
53565,0.9268076949274074,0.4698484532936926,13
385453,0.927928718009197,0.5199295738574731,14
293040,0.9867788551923852,0.562072737342801,15
95334,0.7228721621619774,0.2623419297329921,16
78892,1.0276940517338022,0.6599060012028092,17
107712,0.8791146342950186,0.4488721410064994,18
282469,0.7950262864046679,0.3318065029174803,19
266007,0.8396718719088848,0.3841362526642917,20
184389,0.9424608320617134,0.5045855446459103,21
410651,1.0713189968728325,0.7853871206529476,22
49974,0.9109118865383868,0.4386477651534848,23
70227,1.0112484070080503,0.6177105662108064,24
272716,0.9443365851071832,0.5384344241994292,25
479680,1.0878577119180777,0.8351528499545231,26
75512,1.0692289886189867,0.7453738574940096,27
45056,0.9362557178874588,0.4849543849680575,28
208473,0.8562393820016702,0.4161946949290339,29
84148,0.9943432334826218,0.583893282212309,30
147514,0.9539908192379546,0.5386640350083751,31
130619,0.903098613288412,0.4503034352594754,32
324899,0.8348393342999135,0.3978819439853565,33
14760,1.044841375302983,0.7078108292227877,34
104123,0.8052380763712891,0.3437034618812742,35
54565,0.8767551513381608,0.3914164283057069,36
19087,0.966034795928528,0.51592836054952,37
104191,0.8173453982287519,0.3636964575653018,38
114023,0.8844369049763462,0.4228700274909831,39
256918,1.0244707695354844,0.6783910492585223,40
60521,0.9772926365209088,0.5414623442330831,41
352566,0.958719806604738,0.571187645413423,42
346368,0.917099788192095,0.506581560093965,43
99197,1.0778234650909106,0.7186694678063885,44
185875,0.8378153701207512,0.3666227237615187,45
268480,1.0495837832007933,0.7204749929603449,46
95198,0.7512931840114861,0.2892600522841445,47
339982,0.8872973510108314,0.4678355929897168,48
292451,1.0011279507476978,0.5938885182483006,49
290900,1.000974044930649,0.6430702491331123,50
428218,1.0839718952519894,0.7938823274595568,51
18003,0.948054734933235,0.4857348104275784,52
7009,0.9711518902055128,0.5612012426817734,53
138389,0.9488506151098478,0.5178166616861688,54
136276,0.9107586454171052,0.4751642973803515,55
374530,0.9378517739446413,0.5396016620578763,56
406531,1.0804335132999707,0.7991132279787013,57
474146,1.0872872749725513,0.8290390568664,58
369142,0.9316002965733486,0.5260400500868405,59
304009,0.8280975307695008,0.380934793219573,60
222496,0.8776219922057624,0.4362935001398366,61
150764,0.953160185206348,0.53064762199228,62
62280,1.0830049606475842,0.7769570003533685,63
107259,1.04424170301879,0.6615494875167314,64
77058,1.0595294169377576,0.7251403222647825,65
102266,1.0815644166749452,0.7586724791626605,66
86894,0.9784696427547014,0.5854693392385382,67
103067,1.048482568378766,0.6897913223328797,68
37226,0.952908245812889,0.4963582247167112,69
136036,0.9010710901184898,0.460681605100006,70
40754,0.984689824629395,0.5522505387211742,71
420079,1.063904653144583,0.773800271921832,72
217945,1.0315942665531947,0.6539309709974763,73
84222,1.0063430816983685,0.6058857149242988,74
85700,0.919172455353887,0.4561898737970556,75
439144,1.051515767470519,0.7445953202871834,76
317080,0.8326282702668738,0.3935962100068818,77
178327,0.943679415238175,0.5171055679441369,78
464834,1.0847444050264992,0.8147717110683061,79
268999,0.8957036531182411,0.4554665332838691,80
481,1.0084613457779483,0.649933128424124,81
213077,0.8866034535088395,0.4449193650951369,82
198553,0.855303399452898,0.4081553613795089,83
52239,0.8885925323454336,0.4114636789620468,84
3577,0.9216888085724744,0.4761187886859893,85
378561,0.9391006551377936,0.5520747736865578,86
87634,1.0258587116614084,0.6691344304125538,87
249219,0.8645966373587491,0.4160029020739358,88
285367,0.8101619210772925,0.3527490002082523,89
258890,1.0306429137981776,0.6872574076163512,90
72671,1.0193070656766638,0.6337601510566933,91
428907,0.7665407202655622,0.309602083857801,92
184944,0.8465760085735385,0.373891590056064,93
22375,0.9743837700241932,0.530686356440016,94
420715,1.0625006282843044,0.7573111438930189,95
12058,1.007250871021242,0.6245152905347456,96
94596,0.7841438753804844,0.3188436411181827,97
9163,0.9938192845374028,0.5924676534620513,98
83563,0.958710013236732,0.5143453142204131,99
63879,1.0592497572167472,0.7163243512715222,100
93133,0.7113089934681667,0.2549048024636766,101
399917,1.0835626848396185,0.8252371142444994,102
402636,1.0763009067434683,0.8036294106105112,103
222628,0.9063326126060508,0.4816889465321194,104
95354,0.7414167539184362,0.2802105611347714,105
278370,0.8924500727576178,0.4632262404227428,106
297038,0.8369470738221105,0.3889403566364829,107
273816,0.953691188055618,0.5514049127060175,108
101384,1.0800995800067077,0.7441385632181915,109
287410,0.8257869933230034,0.372720159138671,110
241712,1.0726953933092211,0.78124468048788,111
403969,0.9575589667142014,0.5927925973512497,112
230607,1.021718519884086,0.6592345530942212,113
133386,0.8947485866391797,0.4473088095085636,114
136467,0.9220935053590112,0.4939775497447975,115
98164,1.064992880074324,0.6754278497105224,116
343484,0.9355378544363062,0.5310341796785849,117
326667,0.8206199894106053,0.3847076694406338,118
